BSSID,Channel,Privacy,Ciper,Auth,Power,ESSID,Lat,Lon
78:CD:8E:0D:76:89,-77,78:CD:8E:0D:76:89,None
78:CD:8E:0D:76:8A,-75,78:CD:8E:0D:76:8A,None
78:CD:8E:0D:76:8B,-75,78:CD:8E:0D:76:8B,None
78:CD:8E:3B:53:28,-79,78:CD:8E:3B:53:28,HOME-5328
78:CD:8E:3B:53:29,-77,78:CD:8E:3B:53:29,None
78:CD:8E:3B:53:2A,-81,78:CD:8E:3B:53:2A,None
7C:05:07:D5:22:20,-69,7C:05:07:D5:22:20,HOME-2B8B-2.4
7C:05:07:D5:22:21,-77,7C:05:07:D5:22:21,None
7C:05:07:D5:22:22,-77,7C:05:07:D5:22:22,xfinitywifi
7C:4F:B5:90:76:E6,-73,7C:4F:B5:90:76:E6,Flower
B0:E8:92:6B:F5:8C,-75,7C:4F:B5:90:76:E6,Flower
7C:D1:C3:CF:64:AE,-77,7C:D1:C3:CF:64:AE,FrankandSarah
7E:8F:E0:10:94:30,-77,7E:8F:E0:10:94:30,None
7E:8F:E0:41:C8:40,-49,7E:8F:E0:41:C8:40,None
7E:8F:E0:44:F2:F0,-73,7E:8F:E0:44:F2:F0,None
7E:8F:E0:5E:41:8C,-77,7E:8F:E0:5E:41:8C,None
7E:8F:E0:5F:37:2C,-73,7E:8F:E0:5F:37:2C,None
7E:8F:E0:62:3F:C6,-75,7E:8F:E0:62:3F:C6,None
7E:8F:E0:62:43:22,-81,7E:8F:E0:62:43:22,None
7E:8F:E0:62:43:9A,-47,7E:8F:E0:62:43:9A,None
7E:8F:E0:69:0E:78,-79,7E:8F:E0:69:0E:78,None
7E:8F:E0:90:A6:E0,-83,7E:8F:E0:90:A6:E0,None
7E:8F:E0:9C:31:18,-59,7E:8F:E0:9C:31:18,None
7E:8F:E0:9D:3D:D8,-81,7E:8F:E0:9D:3D:D8,None
7E:8F:E0:B0:E2:F2,-67,7E:8F:E0:B0:E2:F2,None
7E:8F:E0:C4:76:C8,-55,7E:8F:E0:C4:76:C8,None
7E:8F:E0:C5:65:F6,-67,7E:8F:E0:C5:65:F6,None
7E:8F:E0:D4:61:32,-67,7E:8F:E0:D4:61:32,None
74:DE:2B:AD:D1:79,-77,80:37:73:CD:D1:4A,RedRunner
80:37:73:CD:D1:4A,-77,80:37:73:CD:D1:4A,RedRunner
80:37:73:DA:7E:5E,-79,80:37:73:DA:7E:5E,panguitch -2.4
80:37:73:FD:EE:9A,-79,80:37:73:FD:EE:9A,NETGEAR69
80:EA:96:EA:EC:A4,-77,80:EA:96:EA:EC:A4,Sarasvati
80:EA:96:EE:0D:5E,-71,80:EA:96:EE:0D:5E,Conformist NT
82:37:73:CD:D1:4B,-75,82:37:73:CD:D1:4B,RedRunner-Guest
82:A4:EC:EA:96:E0,-77,82:A4:EC:EA:96:E0,Sarasvati Guests
84:00:2D:14:57:D8,-77,84:00:2D:14:57:D8,HOME-9179-2.4
84:00:2D:14:57:D9,-75,84:00:2D:14:57:D9,None
84:00:2D:14:57:DA,-73,84:00:2D:14:57:DA,xfinitywifi
84:00:2D:1C:A0:18,-79,84:00:2D:1C:A0:18,HOME-F880-2.4
84:00:2D:1C:A0:19,-75,84:00:2D:1C:A0:19,None
84:00:2D:1C:A0:1A,-79,84:00:2D:1C:A0:1A,xfinitywifi
84:00:2D:4F:04:38,-65,84:00:2D:4F:04:38,littleman
84:00:2D:4F:04:39,-63,84:00:2D:4F:04:39,None
84:00:2D:4F:04:3A,-65,84:00:2D:4F:04:3A,xfinitywifi
84:00:2D:50:CB:5A,-75,84:00:2D:50:CB:5A,xfinitywifi
84:00:2D:55:DE:C8,-81,84:00:2D:55:DE:C8,CBCI-46B4-2.4
84:00:2D:5C:5E:68,-71,84:00:2D:5C:5E:68,HOME-90E2-2.4
84:00:2D:5C:5E:69,-69,84:00:2D:5C:5E:69,None
84:00:2D:5C:5E:6A,-75,84:00:2D:5C:5E:6A,xfinitywifi
84:00:2D:5C:71:48,-79,84:00:2D:5C:71:48,HOME-7A76-2.4
84:00:2D:5C:71:49,-75,84:00:2D:5C:71:49,None
84:00:2D:5C:71:4A,-77,84:00:2D:5C:71:4A,xfinitywifi
84:00:2D:5F:32:48,-69,84:00:2D:5F:32:48,MetalMonkey-2.4
84:00:2D:5F:32:49,-69,84:00:2D:5F:32:49,None
84:00:2D:5F:32:4A,-65,84:00:2D:5F:32:4A,xfinitywifi
00:05:04:03:02:01,-49,84:00:2D:85:32:B8,Corsair2p4
00:25:00:F3:27:C9,-37,84:00:2D:85:32:B8,Corsair2p4
04:54:53:6D:73:A0,-51,84:00:2D:85:32:B8,Corsair2p4
84:00:2D:85:32:B8,-23,84:00:2D:85:32:B8,Corsair2p4
D8:96:95:01:01:8C,-47,84:00:2D:85:32:B8,Corsair2p4
F6:4B:2A:81:74:6C,-37,84:00:2D:85:32:B8,Corsair2p4
84:00:2D:85:32:B9,-23,84:00:2D:85:32:B9,None
84:00:2D:85:32:BA,-23,84:00:2D:85:32:BA,xfinitywifi
5C:93:A2:9D:95:FD,-65,84:00:2D:85:39:18,Bruno1
84:00:2D:85:39:18,-71,84:00:2D:85:39:18,Bruno1
F6:4B:2A:81:8D:DF,-77,84:00:2D:85:39:18,Bruno1
84:00:2D:85:39:19,-63,84:00:2D:85:39:19,None
84:00:2D:85:39:1A,-71,84:00:2D:85:39:1A,xfinitywifi
84:00:2D:89:9B:58,-43,84:00:2D:89:9B:58,ALTAR
F6:4B:2A:81:C5:0C,-49,84:00:2D:89:9B:58,ALTAR
84:00:2D:89:9B:59,-45,84:00:2D:89:9B:59,None
84:00:2D:89:9B:5A,-45,84:00:2D:89:9B:5A,xfinitywifi
84:00:2D:BF:03:3A,-83,84:00:2D:BF:03:3A,xfinitywifi
84:00:2D:C4:6D:6A,-75,84:00:2D:C4:6D:6A,xfinitywifi
84:00:2D:C9:28:78,-77,84:00:2D:C9:28:78,ChrisandNikki
84:00:2D:C9:28:79,-75,84:00:2D:C9:28:79,None
84:00:2D:C9:28:7A,-77,84:00:2D:C9:28:7A,xfinitywifi
84:00:2D:E3:8C:CA,-55,84:00:2D:E3:8C:CA,xfinitywifi
84:00:2D:E7:71:28,-75,84:00:2D:E7:71:28,HOME-083F-2.4
84:00:2D:E7:71:2A,-73,84:00:2D:E7:71:2A,xfinitywifi
84:00:2D:E8:E5:E8,-77,84:00:2D:E8:E5:E8,HOME-03F3-2.4
84:00:2D:E8:E5:E9,-75,84:00:2D:E8:E5:E9,None
84:00:2D:E8:E5:EA,-75,84:00:2D:E8:E5:EA,xfinitywifi
84:00:2D:E9:20:88,-79,84:00:2D:E9:20:88,HOME-52BD-2.4
84:00:2D:E9:20:8A,-79,84:00:2D:E9:20:8A,xfinitywifi
44:6D:57:C7:39:B0,-67,84:00:2D:EB:0B:58,HOME-6618-2.4
80:01:84:69:A1:B7,-69,84:00:2D:EB:0B:58,HOME-6618-2.4
84:00:2D:EB:0B:58,-67,84:00:2D:EB:0B:58,HOME-6618-2.4
F6:4B:2A:B3:66:1B,-71,84:00:2D:EB:0B:58,HOME-6618-2.4
84:00:2D:EB:0B:59,-67,84:00:2D:EB:0B:59,None
84:00:2D:EB:0B:5A,-69,84:00:2D:EB:0B:5A,xfinitywifi
84:00:2D:EB:3B:98,-67,84:00:2D:EB:3B:98,HOME-5ABF-2.4
84:00:2D:EB:3B:99,-69,84:00:2D:EB:3B:99,None
84:00:2D:EB:3B:9A,-81,84:00:2D:EB:3B:9A,xfinitywifi
84:00:2D:EF:6C:C0,-65,84:00:2D:EF:6C:C0,HOME-D042-2.4
84:00:2D:EF:6C:C1,-73,84:00:2D:EF:6C:C1,None
84:00:2D:EF:6C:C2,-65,84:00:2D:EF:6C:C2,xfinitywifi
84:00:2D:F0:2C:08,-77,84:00:2D:F0:2C:08,Wishbone
84:00:2D:F0:2C:09,-75,84:00:2D:F0:2C:09,None
84:00:2D:F0:2C:0A,-77,84:00:2D:F0:2C:0A,xfinitywifi
84:00:2D:F0:71:78,-81,84:00:2D:F0:71:78,HOME-4581-2.4
84:00:2D:F0:71:7A,-67,84:00:2D:F0:71:7A,xfinitywifi
84:00:2D:F5:17:79,-79,84:00:2D:F5:17:79,None
84:00:2D:F5:17:7A,-83,84:00:2D:F5:17:7A,xfinitywifi
84:1B:5E:32:54:88,-77,84:1B:5E:32:54:88,So Many Otters (2.4)
84:1B:5E:33:9F:A3,-55,84:1B:5E:33:9F:A3,CohenNETGEAR57
54:9F:35:0D:1A:A0,-73,84:1B:5E:41:A9:0B,FREHC EHR
84:1B:5E:41:A9:0B,-71,84:1B:5E:41:A9:0B,FREHC EHR
F4:8E:38:82:22:4A,-71,84:1B:5E:41:A9:0B,FREHC EHR
00:22:5F:EF:D4:B2,-75,84:1B:5E:50:17:86,Leoroni_EXT
3C:7A:8A:82:F8:1E,-73,84:1B:5E:50:17:86,Leoroni_EXT
84:1B:5E:50:17:86,-67,84:1B:5E:50:17:86,Leoroni_EXT
84:1B:5E:53:8A:87,-79,84:1B:5E:53:8A:87,NETGEAR62
84:1B:5E:CF:47:A2,-79,84:1B:5E:CF:47:A2,NETGEAR20
84:4B:F5:67:19:CB,-71,84:4B:F5:67:19:CB,HP-Print-CB-LaserJet 1102
84:D4:7E:B8:38:80,-69,84:D4:7E:B8:38:80,termscout-guest
84:D4:7E:B8:38:81,-65,84:D4:7E:B8:38:81,termscout-wireless
86:2A:A8:07:4C:98,-81,86:2A:A8:07:4C:98,WoodWireless
86:EA:E8:E7:90:D6,-73,86:EA:E8:E7:90:D6,xfinitywifi
86:EA:E8:E7:AB:E3,-55,86:EA:E8:E7:AB:E3,xfinitywifi
88:1F:A1:2F:19:7C,-79,88:1F:A1:2F:19:7C,Jefferson
00:05:04:03:02:01,-71,88:1F:A1:32:37:B8,Scoutland 6.2
00:F7:6F:CD:D9:46,-73,88:1F:A1:32:37:B8,Scoutland 6.2
18:B4:30:31:EC:24,-75,88:1F:A1:32:37:B8,Scoutland 6.2
28:F0:76:22:C9:90,-73,88:1F:A1:32:37:B8,Scoutland 6.2
76:54:7D:99:F1:04,-73,88:1F:A1:32:37:B8,Scoutland 6.2
7C:D1:C3:0B:91:35,-63,88:1F:A1:32:37:B8,Scoutland 6.2
88:1F:A1:29:AD:0B,-65,88:1F:A1:32:37:B8,Scoutland 6.2
88:1F:A1:32:37:B8,-65,88:1F:A1:32:37:B8,Scoutland 6.2
88:1F:A1:36:2A:10,-71,88:1F:A1:36:2A:10,WCS West
88:1F:A1:37:04:AC,-69,88:1F:A1:37:04:AC,BadWolf
88:1F:A1:37:D2:C6,-73,88:1F:A1:37:D2:C6,The Farm
A0:48:1C:86:70:77,-79,88:1F:A1:37:D2:C6,The Farm
88:1F:A1:3F:9B:70,-63,88:1F:A1:3F:9B:70,Network
88:51:FB:0E:66:1C,-75,88:51:FB:0E:66:1C,HP-Print-1C-Deskjet 3510 series
88:51:FB:20:FA:14,-77,88:51:FB:20:FA:14,HP-Print-14-Officejet Pro 8600
88:A0:CC:86:7B:EA,-77,88:A0:CC:86:7B:EA,SoundMate_7BEA
88:AD:43:00:46:28,-75,88:AD:43:00:46:28,HOME-9445-2.4
88:AD:43:00:46:29,-73,88:AD:43:00:46:29,None
88:AD:43:00:46:2A,-77,88:AD:43:00:46:2A,xfinitywifi
88:AD:43:03:F3:38,-75,88:AD:43:03:F3:38,HOME-4320-2.4
88:AD:43:03:F3:39,-79,88:AD:43:03:F3:39,None
88:AD:43:03:F3:3A,-77,88:AD:43:03:F3:3A,xfinitywifi
88:AD:43:06:60:28,-61,88:AD:43:06:60:28,HOME-46E7-2.4
88:AD:43:06:60:29,-61,88:AD:43:06:60:29,None
88:AD:43:06:60:2A,-59,88:AD:43:06:60:2A,xfinitywifi
88:AD:43:06:B1:08,-55,88:AD:43:06:B1:08,HOME-E2E9-2.4
88:AD:43:06:B1:09,-59,88:AD:43:06:B1:09,None
88:AD:43:06:B1:0A,-61,88:AD:43:06:B1:0A,xfinitywifi
88:AD:43:18:98:D8,-65,88:AD:43:18:98:D8,Scrappers24
88:AD:43:18:98:D9,-65,88:AD:43:18:98:D9,None
88:AD:43:18:98:DA,-65,88:AD:43:18:98:DA,xfinitywifi
88:AD:43:18:9A:7A,-79,88:AD:43:18:9A:7A,xfinitywifi
88:AD:43:1D:C8:28,-77,88:AD:43:1D:C8:28,HOME-37EF-2.4
88:AD:43:1D:C8:29,-73,88:AD:43:1D:C8:29,None
4A:F7:C0:CD:D9:29,-61,88:AD:43:1F:2F:88,HOME-D926-2.4
88:AD:43:1F:2F:88,-39,88:AD:43:1F:2F:88,HOME-D926-2.4
D0:66:7B:78:46:F6,-65,88:AD:43:1F:2F:88,HOME-D926-2.4
88:AD:43:1F:2F:89,-39,88:AD:43:1F:2F:89,None
88:AD:43:1F:2F:8A,-37,88:AD:43:1F:2F:8A,xfinitywifi
88:AD:43:21:39:99,-73,88:AD:43:21:39:99,None
88:AD:43:21:39:9A,-75,88:AD:43:21:39:9A,xfinitywifi
88:AD:43:24:90:88,-75,88:AD:43:24:90:88,HOME-D93D-2.4
88:AD:43:24:90:8A,-71,88:AD:43:24:90:8A,xfinitywifi
88:AD:43:26:14:48,-75,88:AD:43:26:14:48,HOME-7565-2.4
88:AD:43:26:14:49,-55,88:AD:43:26:14:49,None
88:DC:96:0C:82:9E,-79,88:DC:96:0C:82:9E,Frontline
88:DC:96:25:4A:38,-73,88:DC:96:25:4A:38,Bosco
88:DC:96:37:27:58,-81,88:DC:96:37:27:58,Frontline
88:F7:C7:33:84:A2,-65,88:F7:C7:33:84:A2,HOME-84A2
88:F7:C7:34:6B:4A,-75,88:F7:C7:34:6B:4A,HOME-6B4A
88:F7:C7:3F:A3:92,-71,88:F7:C7:3F:A3:92,not4you2
88:F7:C7:68:70:17,-69,88:F7:C7:68:70:17,HOME-7017
88:F7:C7:8F:FC:4F,-69,88:F7:C7:8F:FC:4F,HOME-FC4F
38:01:95:8F:1C:13,-67,88:F7:C7:98:8B:0F,bluecat
88:F7:C7:98:8B:0F,-65,88:F7:C7:98:8B:0F,bluecat
78:84:3C:9C:DC:B2,-75,88:F7:C7:D4:62:43,HOME-6243
88:F7:C7:D4:62:42,-67,88:F7:C7:D4:62:43,HOME-6243
88:F7:C7:D4:62:43,-61,88:F7:C7:D4:62:43,HOME-6243
8A:F7:C7:33:84:A3,-67,8A:F7:C7:33:84:A3,None
8A:F7:C7:33:84:A4,-65,8A:F7:C7:33:84:A4,xfinitywifi
8A:F7:C7:34:6B:4B,-77,8A:F7:C7:34:6B:4B,None
8A:F7:C7:34:6B:4C,-77,8A:F7:C7:34:6B:4C,xfinitywifi
8A:F7:C7:3F:53:AC,-65,8A:F7:C7:3F:53:AC,xfinitywifi
8A:F7:C7:3F:A3:93,-71,8A:F7:C7:3F:A3:93,None
8A:F7:C7:3F:A3:94,-71,8A:F7:C7:3F:A3:94,xfinitywifi
8A:F7:C7:68:70:18,-75,8A:F7:C7:68:70:18,None
8A:F7:C7:68:70:19,-69,8A:F7:C7:68:70:19,xfinitywifi
8A:F7:C7:8F:FC:40,-69,8A:F7:C7:8F:FC:40,None
8A:F7:C7:8F:FC:41,-69,8A:F7:C7:8F:FC:41,xfinitywifi
8A:F7:C7:98:8B:00,-65,8A:F7:C7:98:8B:00,None
8A:F7:C7:D4:62:44,-61,8A:F7:C7:D4:62:44,None
8A:F7:C7:D4:62:45,-61,8A:F7:C7:D4:62:45,xfinitywifi
8C:04:FF:79:EA:AD,-75,8C:04:FF:79:EA:AD,chico
8C:04:FF:AD:D6:61,-73,8C:04:FF:AD:D6:61,HOME-D661
8C:04:FF:B6:EA:C9,-61,8C:04:FF:B6:EA:C9,susanne
8C:04:FF:ED:43:77,-77,8C:04:FF:ED:43:77,HOME-4377
8C:04:FF:F0:0D:7F,-79,8C:04:FF:F0:0D:7F,JAY-LS-PL
8C:7F:3B:9A:9C:2D,-69,8C:7F:3B:9A:9C:2D,MOTOROLA-E33D0
8C:DC:D4:68:78:94,-67,8C:DC:D4:68:78:94,HP-Print-94-Officejet 4630
8C:DC:D4:6B:8F:F8,-55,8C:DC:D4:6B:8F:F8,HP-Print-F8-Officejet 4630
8E:04:FF:79:EA:AE,-77,8E:04:FF:79:EA:AE,None
8E:04:FF:79:EA:AF,-75,8E:04:FF:79:EA:AF,xfinitywifi
8E:04:FF:AD:D6:63,-81,8E:04:FF:AD:D6:63,xfinitywifi
8E:04:FF:B6:EA:CA,-57,8E:04:FF:B6:EA:CA,None
8E:04:FF:B6:EA:CB,-57,8E:04:FF:B6:EA:CB,xfinitywifi
8E:04:FF:ED:43:78,-79,8E:04:FF:ED:43:78,None
8E:04:FF:F0:0D:70,-73,8E:04:FF:F0:0D:70,None
8E:04:FF:F0:0D:71,-73,8E:04:FF:F0:0D:71,xfinitywifi
90:1A:CA:16:6F:C0,-67,90:1A:CA:16:6F:C0,HOME-6FC2
90:1A:CA:24:B3:A0,-65,90:1A:CA:24:B3:A0,Prosperity
90:1A:CA:39:A3:B0,-51,90:1A:CA:39:A3:B0,HOME-A3B2
90:1A:CA:3D:8F:80,-45,90:1A:CA:3D:8F:80,Smurfy
90:1A:CA:3E:DB:B0,-59,90:1A:CA:3E:DB:B0,HOME-DBB2
90:1A:CA:BD:B3:D0,-73,90:1A:CA:BD:B3:D0,HOME-B3D2
90:6C:AC:0F:B0:7F,-61,90:6C:AC:0F:B0:7F,Mychelle Guest
90:72:40:10:70:E8,-79,90:72:40:10:70:E8,Lovitch Family Network
90:72:40:10:AC:C2,-73,90:72:40:10:AC:C2,Winnie
90:72:40:18:93:54,-75,90:72:40:18:93:54,Johnson's Airport Extreme
68:64:4B:10:CF:3E,-75,90:72:40:19:92:74,Bassano
90:72:40:19:92:74,-67,90:72:40:19:92:74,Bassano
B8:E8:56:2C:6A:46,-71,90:72:40:19:92:74,Bassano
90:72:40:1C:1A:28,-65,90:72:40:1C:1A:28,HeatherAndMike
90:72:40:1F:8A:C4,-83,90:72:40:1F:8A:C4,Allan's Wi-Fi Network
00:26:08:F1:08:CA,-79,90:72:40:21:00:C0,Happylujah!
90:72:40:09:F2:C2,-69,90:72:40:21:00:C0,Happylujah!
90:72:40:21:00:C0,-61,90:72:40:21:00:C0,Happylujah!
90:72:40:23:EB:52,-69,90:72:40:23:EB:52,Pretty Fly For a Wifi
90:72:40:25:44:30,-73,90:72:40:25:44:30,Danny's Wi-Fi Network
90:72:40:26:EC:F4,-79,90:72:40:26:EC:F4,Frisky Dingo
90:72:40:27:13:06,-71,90:72:40:27:13:06,Al's Wi-Fi Network
A4:5E:60:DD:E6:D3,-73,90:72:40:27:13:06,Al's Wi-Fi Network
90:72:40:27:1B:E8,-75,90:72:40:27:1B:E8,etoile
90:84:0D:D5:FB:B1,-83,90:84:0D:D5:FB:B1,Peter & Amanda Network
90:84:0D:DE:3D:9B,-79,90:84:0D:DE:3D:9B,Mos Eisley
9C:97:26:5D:13:29,-79,90:84:0D:DE:3D:9B,Mos Eisley
90:A7:C1:0D:06:28,-81,90:A7:C1:0D:06:28,Savant
90:A7:C1:0D:30:64,-57,90:A7:C1:0D:30:64,Pakedge2.4-1
90:C7:92:24:39:F0,-79,90:C7:92:24:39:F0,HOME-39F2
90:C7:92:24:53:10,-73,90:C7:92:24:53:10,HOME-5312
90:EF:68:0B:99:D5,-75,90:EF:68:0B:99:D5,CenturyLink4894
90:F6:52:E1:03:5D,-79,90:F6:52:E1:03:5D,None
92:1A:CA:16:6F:C0,-69,92:1A:CA:16:6F:C0,None
92:1A:CA:24:B3:A0,-49,92:1A:CA:24:B3:A0,None
92:1A:CA:39:A3:B0,-41,92:1A:CA:39:A3:B0,None
92:1A:CA:3D:8F:80,-47,92:1A:CA:3D:8F:80,None
92:1A:CA:3E:DB:B0,-63,92:1A:CA:3E:DB:B0,None
92:1A:CA:BD:B3:D0,-73,92:1A:CA:BD:B3:D0,None
92:28:1A:1C:40:70,-63,92:28:1A:1C:40:70,HeatherAndMikeGuest
92:6B:3D:1C:6D:80,-71,92:6B:3D:1C:6D:80,None
92:6B:3D:9D:6E:00,-79,92:6B:3D:9D:6E:00,None
92:87:7C:3E:26:C0,-57,92:87:7C:3E:26:C0,None
92:87:7C:40:CA:A0,-75,92:87:7C:40:CA:A0,None
92:87:7C:69:1C:A0,-63,92:87:7C:69:1C:A0,None
92:C7:92:24:39:F0,-79,92:C7:92:24:39:F0,None
92:C7:92:24:53:10,-75,92:C7:92:24:53:10,None
92:C7:92:28:55:40,-67,92:C7:92:28:55:40,None
92:C7:92:2E:FC:30,-81,92:C7:92:2E:FC:30,None
92:EF:68:02:2A:B0,-59,92:EF:68:02:2A:B0,CenturyLink5138
92:EF:68:09:11:F0,-75,92:EF:68:09:11:F0,corepower1817
92:EF:68:68:43:78,-79,92:EF:68:68:43:78,CenturyLink3160
92:EF:68:6A:2A:D0,-79,92:EF:68:6A:2A:D0,Susaan
92:EF:68:B2:19:00,-69,92:EF:68:B2:19:00,CenturyLink0303
94:10:3E:00:A1:D9,-81,94:10:3E:00:A1:D9,LW_WRT1900AC
94:10:3E:0A:34:C7,-63,94:10:3E:0A:34:C7,malek
B4:F2:E8:FD:D4:F2,-63,94:10:3E:0A:34:C7,malek
02:0F:B5:0F:BD:E2,-75,94:10:3E:0E:2F:C0,ACL
94:10:3E:0E:2F:C0,-67,94:10:3E:0E:2F:C0,ACL
94:10:3E:15:D1:8D,-79,94:10:3E:15:D1:8D,Linksys08012
94:10:3E:53:EE:3C,-71,94:10:3E:53:EE:3C,belkin.e3c
94:10:3E:7C:48:D1,-71,94:10:3E:7C:48:D1,applecore
94:10:3E:80:05:20,-55,94:10:3E:80:05:20,RAL
94:10:3E:FF:90:56,-75,94:10:3E:FF:90:56,ZipNetwork
94:44:52:11:EF:9F,-69,94:44:52:11:EF:9F,Sappho
D8:BB:2C:48:90:21,-79,94:44:52:11:EF:9F,Sappho
94:57:A5:9A:A7:E3,-81,94:57:A5:9A:A7:E3,HP-Print-E3-Officejet Pro 8610
94:87:7C:3E:26:C0,-59,94:87:7C:3E:26:C0,HOME-26C2
94:87:7C:40:CA:A0,-79,94:87:7C:40:CA:A0,HOME-CAA2
94:87:7C:69:1C:A0,-65,94:87:7C:69:1C:A0,HOME-1CA2
94:FB:B2:97:1E:4B,-71,94:FB:B2:97:1E:4B,Traveler
96:10:3E:00:A1:DB,-81,96:10:3E:00:A1:DB,LW_WRT1900AC-guest
96:10:3E:0E:2F:C2,-63,96:10:3E:0E:2F:C2,ACL-guest
96:10:3E:14:D1:8D,-79,96:10:3E:14:D1:8D,Linksys08012-guest
96:10:3E:7C:48:D2,-75,96:10:3E:7C:48:D2,Applecore-guest
96:10:3E:B4:7F:9F,-57,96:10:3E:B4:7F:9F,belkin.f9e.guests
96:10:3E:FF:90:57,-75,96:10:3E:FF:90:57,belkin.056.guests
96:1A:CA:16:6F:C0,-69,96:1A:CA:16:6F:C0,xfinitywifi
96:1A:CA:3D:8F:80,-47,96:1A:CA:3D:8F:80,xfinitywifi
96:1A:CA:3E:DB:B0,-59,96:1A:CA:3E:DB:B0,xfinitywifi
96:1A:CA:A9:F9:30,-79,96:1A:CA:A9:F9:30,xfinitywifi
96:1A:CA:BD:B3:D0,-73,96:1A:CA:BD:B3:D0,xfinitywifi
96:6B:3D:1C:6D:80,-73,96:6B:3D:1C:6D:80,xfinitywifi
96:87:7C:40:CA:A0,-79,96:87:7C:40:CA:A0,xfinitywifi
96:87:7C:69:1C:A0,-65,96:87:7C:69:1C:A0,xfinitywifi
96:C7:92:24:53:10,-73,96:C7:92:24:53:10,xfinitywifi
96:C7:92:28:55:40,-73,96:C7:92:28:55:40,xfinitywifi
96:EA:E8:E7:90:D6,-71,96:EA:E8:E7:90:D6,None
96:EA:E8:E7:AB:E3,-55,96:EA:E8:E7:AB:E3,None
98:6B:3D:1C:6D:80,-75,98:6B:3D:1C:6D:80,moffittloft
98:DE:D0:21:06:75,-67,98:DE:D0:21:06:75,ARDA2
98:DE:D0:25:80:1F,-81,98:DE:D0:25:80:1F,JLB 1058
98:DE:D0:25:80:20,-83,98:DE:D0:25:80:1F,JLB 1058
98:DE:D0:25:80:20,-83,98:DE:D0:62:80:1E,1058 Guest
98:DE:D0:62:80:1E,-79,98:DE:D0:62:80:1E,1058 Guest
98:FC:11:4A:0F:4E,-75,98:FC:11:4A:0F:4E,PostNet
98:FC:11:51:3A:6E,-77,98:FC:11:51:3A:6E,CiscoD9433
98:FC:11:58:53:0A,-73,98:FC:11:58:53:0A,kinnie
98:FC:11:67:62:89,-53,98:FC:11:67:62:89,Schempp
98:FC:11:7C:96:54,-71,98:FC:11:7C:96:54,RubyLola
98:FC:11:8A:92:D4,-79,98:FC:11:8A:92:D4,ball
98:FC:11:AB:7C:95,-73,98:FC:11:AB:7C:95,ESLC-East
98:FC:11:B0:4F:F4,-73,98:FC:11:B0:4F:F4,mallison2
98:FC:11:FC:D4:90,-77,98:FC:11:FC:D4:90,American Legion 111
9C:34:26:07:76:98,-67,9C:34:26:07:76:98,FBI surveillance van #753
9C:34:26:1F:F9:0C,-69,9C:34:26:1F:F9:0C,ralphie1
9C:34:26:2F:D5:8E,-51,9C:34:26:2F:D5:8E,SCUFFY1
9C:34:26:53:0C:2A,-83,9C:34:26:53:0C:2A,Martinez Family
9C:34:26:53:4C:9E,-75,9C:34:26:53:4C:9E,6812
9C:34:26:77:DD:C0,-77,9C:34:26:77:DD:C0,Secure
9C:34:26:80:E8:D4,-65,9C:34:26:80:E8:D4,Onken22
9C:34:26:8D:3F:12,-77,9C:34:26:8D:3F:12,Desert-2.4
9C:34:26:94:CA:CA,-75,9C:34:26:94:CA:CA,Chipy
9C:34:26:94:D9:66,-71,9C:34:26:94:D9:66,jwhitney
9C:34:26:94:FD:2E,-75,9C:34:26:94:FD:2E,gooseberryfarm
9C:97:26:1B:A1:ED,-77,9C:97:26:1B:A1:EF,Metgirls
9C:97:26:1B:A1:EF,-75,9C:97:26:1B:A1:EF,Metgirls
9C:97:26:80:EA:07,-65,9C:97:26:80:EA:07,TIG
9C:AD:97:04:4C:DE,-65,9C:AD:97:04:4C:DE,HP-Print-DE-LaserJet 1102
9C:AD:97:1D:CF:93,-71,9C:AD:97:1D:CF:93,HP-Print-93-LaserJet Pro MFP
9E:34:26:1F:F9:0C,-71,9E:34:26:1F:F9:0C,None
9E:34:26:2F:91:14,-67,9E:34:26:2F:91:14,None
9E:34:26:2F:D5:8E,-57,9E:34:26:2F:D5:8E,None
9E:34:26:53:1A:A8,-81,9E:34:26:53:1A:A8,None
9E:34:26:53:4C:9E,-69,9E:34:26:53:4C:9E,None
9E:34:26:77:DD:C0,-77,9E:34:26:77:DD:C0,None
9E:34:26:77:F1:48,-83,9E:34:26:77:F1:48,None
9E:34:26:80:E8:D4,-67,9E:34:26:80:E8:D4,None
9E:34:26:8D:3F:12,-75,9E:34:26:8D:3F:12,None
9E:34:26:94:D9:66,-73,9E:34:26:94:D9:66,None
9E:34:26:95:B9:9E,-77,9E:34:26:95:B9:9E,None
A0:1D:48:1C:A1:FA,-61,A0:1D:48:1C:A1:FA,HP-Print-FA-Officejet 6700
A0:21:B7:71:07:53,-79,A0:21:B7:71:07:53,SUBCOMANDANTE
A0:21:B7:80:11:4E,-85,A0:21:B7:80:11:4E,BeltWiFi_EXT
A0:21:B7:A2:1A:A2,-69,A0:21:B7:A2:1A:A2,LipeHome
B8:E9:37:D9:F3:E4,-73,A0:21:B7:A2:1A:A2,LipeHome
A0:2B:B8:2B:89:E7,-63,A0:2B:B8:2B:89:E7,HP-Print-E7-Officejet Pro X476dw
A0:2B:B8:6B:53:14,-81,A0:2B:B8:6B:53:14,HP-Print-14-Officejet Pro 8610
